no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets,loan_status
1,0,0,8400000,21800000,2,492,39800000,1
3,1,1,500000,1700000,4,824,2900000,0
2,0,0,1700000,5700000,10,602,13900000,0
1,1,1,6500000,18300000,10,722,44200000,0
1,1,0,8900000,28400000,6,709,61200000,0
1,1,0,400000,1400000,4,302,2300000,0
3,1,0,5700000,12300000,6,364,44400000,1
0,1,1,9600000,23800000,12,389,76300000,1
0,0,1,8500000,20000000,16,786,47300000,0
0,0,0,4000000,11500000,8,434,21600000,1
2,1,1,6300000,18100000,6,671,34700000,0
3,0,1,4000000,14700000,8,376,22300000,1
4,0,0,9400000,32200000,6,898,67500000,0
5,0,1,4100000,15500000,10,836,30400000,0
4,0,1,1100000,4400000,6,515,7500000,1
3,1,0,8700000,24800000,20,360,69400000,1
4,0,1,4900000,12800000,2,691,26800000,0
1,1,1,2800000,9100000,14,510,20000000,1
0,0,0,9600000,23200000,18,389,49600000,1
3,0,1,6900000,19000000,14,348,32200000,1
2,1,1,2300000,8100000,2,504,12600000,0
2,1,0,6800000,21300000,20,658,50300000,0
1,1,1,2200000,5400000,16,641,11900000,0
2,1,0,5900000,19800000,20,327,37500000,1
1,0,1,7000000,20300000,18,726,50800000,0
1,0,1,9600000,34100000,20,828,78300000,0
0,0,0,6500000,14500000,12,755,45100000,0
2,1,1,3800000,7600000,20,788,21700000,0
2,0,0,9400000,25100000,20,832,49700000,0
0,1,0,2100000,8200000,4,554,15300000,0
1,1,1,8500000,26200000,8,811,74400000,0
5,0,1,3800000,12000000,2,649,26000000,0
1,1,1,3400000,9700000,20,830,25000000,0
1,0,1,5600000,11700000,6,707,28200000,0
0,0,1,8500000,33700000,10,483,68900000,1
4,1,1,2100000,5500000,18,349,8700000,1
4,0,0,400000,1500000,4,846,2500000,0
4,1,0,7900000,31500000,20,386,49400000,1
5,1,0,6900000,19200000,12,408,48900000,1
0,1,1,1800000,3900000,2,764,7600000,0
0,0,1,1200000,3200000,18,473,6300000,1
3,1,0,3600000,9800000,12,654,11600000,0
1,0,0,7200000,22800000,2,551,54500000,0
5,0,0,9400000,21800000,6,850,56600000,0
5,0,0,9000000,24200000,4,646,47900000,0
1,1,1,1000000,2100000,8,793,7800000,0
3,1,0,5600000,19900000,16,551,38800000,0
1,0,0,900000,2600000,4,346,4900000,1
5,1,1,9000000,19100000,14,540,35300000,1
2,1,0,3100000,9000000,20,892,21700000,0
1,1,1,8000000,20700000,6,570,47200000,0
4,1,1,3500000,11300000,16,874,19000000,0
4,0,0,3900000,12600000,8,553,27500000,0
2,0,0,9700000,34500000,10,649,48900000,0
4,0,0,4500000,15800000,14,439,35400000,1
5,1,0,6800000,24800000,8,621,54600000,0
2,1,0,6300000,18600000,14,872,45400000,0
2,0,0,4900000,18500000,8,492,33900000,1
0,0,0,4800000,18600000,6,618,39000000,0
5,0,0,7500000,15800000,18,458,45100000,1
5,1,0,5200000,13900000,4,422,31300000,1
3,1,1,9400000,30900000,20,873,68800000,0
5,1,0,3200000,10000000,14,610,18800000,0
1,1,1,3600000,13200000,20,546,29300000,1
1,1,1,3400000,7200000,8,741,26300000,0
3,0,0,2100000,8200000,6,754,9700000,0
1,0,0,7200000,15100000,8,379,40800000,1
5,0,0,4500000,16900000,18,455,21500000,1
0,0,1,2600000,9000000,20,615,18600000,0
4,0,1,6400000,21700000,10,384,45500000,1
0,0,0,6400000,25100000,16,628,43500000,0
3,0,0,3100000,11200000,16,865,19000000,0
2,0,0,1800000,5300000,2,679,9100000,0
1,0,1,9300000,19000000,14,689,79600000,0
5,1,1,6500000,13800000,10,636,46000000,0
1,1,0,3100000,6600000,20,837,24800000,0
3,1,0,2300000,8500000,12,557,12500000,0
2,0,0,500000,1700000,10,324,3100000,1
0,1,1,3700000,9300000,14,531,20100000,1
4,1,1,8600000,21400000,14,476,49700000,1
4,0,0,2600000,8500000,4,775,17400000,0
1,1,1,7100000,18000000,20,477,48400000,1
4,1,1,7000000,19800000,16,682,36400000,0
5,1,0,8300000,17700000,12,334,65100000,1
3,0,1,6800000,23900000,12,565,47100000,0
1,1,1,9900000,25700000,2,340,75700000,1
2,0,0,5100000,11000000,14,322,27400000,1
4,0,1,3500000,10700000,8,883,12900000,0
3,0,1,4300000,12800000,16,346,20100000,1
0,0,1,5300000,20200000,2,861,24000000,0
5,0,1,6400000,21900000,12,699,37200000,0
0,0,0,9300000,27200000,8,629,50700000,0
3,0,0,1100000,3100000,14,359,7500000,1
2,1,0,7100000,27000000,10,430,57700000,1
4,1,0,1100000,3300000,18,417,7300000,1
2,0,0,1900000,5200000,6,896,13000000,0
0,1,0,1300000,3900000,16,690,10800000,0
5,0,0,7500000,22800000,16,347,43100000,1
4,1,0,2400000,7000000,4,539,14800000,1
4,0,1,2500000,8000000,8,464,19000000,1
4,0,0,7500000,16200000,4,310,45800000,1
3,1,0,9300000,36600000,6,431,78300000,1
5,1,0,3300000,10000000,12,489,12500000,1
4,1,1,5700000,13900000,12,775,27700000,0
4,1,0,300000,600000,6,365,1100000,1
2,1,1,1200000,4500000,10,555,5300000,0
4,0,1,8200000,29600000,10,457,45800000,1
3,1,0,5500000,12400000,8,580,28300000,0
4,1,0,1800000,7200000,20,496,13300000,1
0,1,0,3500000,11400000,16,837,18500000,0
4,1,1,6000000,13200000,6,455,36800000,1
0,0,1,2700000,9700000,20,551,11300000,0
4,1,1,5900000,20700000,10,825,49100000,0
1,1,1,2100000,4200000,18,554,12100000,0
0,1,1,2000000,5200000,18,400,9900000,1
5,1,0,9000000,34300000,10,853,76700000,0
1,1,1,7600000,18800000,14,403,60300000,1
3,0,0,500000,1500000,6,392,4000000,1
1,0,0,6300000,19000000,20,673,42900000,0
0,0,1,3100000,7100000,10,498,21400000,1
1,1,0,1100000,2600000,6,858,7000000,0
4,0,1,3900000,14300000,20,477,17600000,1
4,1,1,8700000,28200000,12,548,50000000,1
4,1,1,6400000,23900000,6,300,59700000,1
2,0,1,200000,800000,12,483,1200000,1
1,0,0,2400000,5800000,20,384,15700000,1
3,1,0,8900000,35200000,10,894,60200000,0
3,1,0,6100000,14800000,10,492,34200000,1
5,1,1,7600000,25700000,4,607,60500000,0
3,1,0,900000,2400000,16,701,3100000,0
2,1,1,7100000,19700000,20,890,44000000,0
2,1,1,5000000,14600000,10,808,28300000,0
4,0,1,2000000,7400000,20,596,10300000,0
4,0,1,2600000,6200000,14,421,17000000,1
2,0,1,7000000,14900000,20,495,42900000,1
3,0,0,3900000,9800000,6,604,29200000,0
3,0,0,8400000,32600000,4,509,76400000,0
0,0,1,200000,600000,8,852,1100000,0
2,1,1,1900000,6700000,16,893,17100000,0
2,1,1,9200000,33000000,14,874,51400000,0
3,1,1,300000,500000,6,386,2300000,1
5,0,0,6300000,18100000,4,590,47300000,0
2,1,0,6100000,23500000,14,510,34300000,1
3,0,1,7800000,25600000,6,523,50700000,1
0,0,1,2000000,6700000,8,461,16900000,1
4,1,0,1900000,5600000,2,832,15500000,0
2,1,1,3300000,9600000,18,896,27800000,0
0,1,1,9500000,26000000,2,732,67800000,0
0,0,1,3500000,13900000,16,301,21800000,1
5,0,0,4400000,15800000,4,701,31600000,0
2,1,0,2000000,4000000,14,502,13100000,1
3,1,0,9200000,19500000,12,742,61400000,0
1,1,0,2200000,5000000,2,755,13500000,0
1,1,0,1900000,7100000,2,834,13400000,0
5,0,1,8700000,18400000,12,394,58600000,1
3,0,1,9700000,19700000,4,663,60300000,0
3,0,0,9400000,20300000,10,649,72400000,0
4,1,1,8000000,23200000,14,738,48300000,0
5,1,0,1000000,2000000,4,524,7400000,1
5,1,0,5300000,14600000,16,855,24400000,0
3,0,1,1400000,5400000,20,304,6700000,1
2,0,1,1600000,3800000,12,532,11100000,1
3,0,1,3400000,8500000,6,584,19400000,0
3,0,0,7800000,28700000,4,447,48100000,0
4,1,0,7100000,19900000,14,852,35200000,0
1,1,1,6000000,13100000,2,368,30700000,1
3,1,1,8200000,28900000,10,447,55300000,1
4,0,0,3900000,11400000,20,867,21700000,0
5,1,1,8400000,17600000,12,397,60300000,1
4,0,0,9700000,19400000,20,798,53200000,0
1,1,1,8300000,26300000,20,530,75000000,1
4,0,0,2500000,9900000,16,356,16500000,1
3,0,0,6100000,24000000,18,718,30900000,0
3,1,0,5000000,13000000,10,459,31700000,1
3,1,0,9500000,22200000,8,571,47900000,0
2,0,0,5700000,20500000,8,412,36200000,1
1,0,1,5000000,12500000,20,604,23800000,0
4,1,1,8600000,20600000,16,449,55500000,1
5,1,0,1400000,5300000,12,778,7400000,0
3,0,0,5900000,21200000,16,476,39000000,1
4,0,1,4100000,10400000,12,727,38600000,0
3,0,0,7400000,18500000,8,818,55600000,0
1,0,1,7100000,19300000,16,738,35100000,0
5,0,1,5300000,18200000,16,546,39900000,1
2,1,0,6600000,14100000,2,471,48900000,1
3,1,0,2800000,10600000,4,860,19500000,0
1,1,1,1600000,4400000,4,364,9900000,1
0,0,1,8500000,25300000,20,557,49100000,0
1,1,1,5200000,20700000,12,612,24500000,0
2,1,1,6400000,19300000,6,414,32000000,1
5,0,0,1300000,2900000,4,372,5200000,1
0,0,0,5600000,11600000,12,466,51700000,1
3,0,1,9000000,19800000,20,348,49100000,1
1,1,1,7800000,17200000,4,597,42300000,0
4,1,1,4000000,11000000,8,791,18500000,0
0,0,1,700000,1800000,12,400,5100000,1
5,0,1,7300000,18700000,16,813,40600000,0
0,1,1,5200000,15400000,4,675,39800000,0
1,1,0,6200000,18200000,18,324,37700000,1
4,0,0,1100000,3600000,8,693,9000000,0
1,1,1,5600000,13700000,8,491,36500000,1
5,0,1,3400000,9800000,8,559,16900000,0
4,0,0,1500000,4900000,16,392,7900000,1
2,1,0,5800000,18600000,18,532,30800000,1
4,1,0,9800000,29400000,8,592,90700000,0
5,1,0,8300000,23100000,4,459,53700000,1
4,0,1,500000,1200000,4,627,3000000,0
4,0,0,1900000,6100000,2,462,13300000,0
1,1,1,9700000,24700000,14,600,69800000,0
5,1,0,1800000,6200000,18,366,13500000,1
0,0,1,3300000,9700000,14,356,25900000,1
5,0,0,900000,2300000,16,590,5700000,0
5,0,1,8200000,28900000,4,485,45700000,0
1,1,1,500000,1700000,18,617,2400000,0
5,0,1,1000000,2600000,8,664,6500000,0
3,1,0,7100000,27900000,8,583,42400000,0
1,0,1,200000,400000,18,859,1000000,0
2,0,0,3100000,7300000,14,504,11900000,1
4,0,0,700000,2300000,16,688,4100000,0
3,1,0,1800000,5700000,2,422,10800000,0
3,1,1,8400000,27000000,8,746,62900000,0
3,0,0,7400000,17500000,20,317,68200000,1
2,1,1,6700000,20200000,6,701,43100000,0
1,0,1,1700000,6000000,16,754,13600000,0
3,1,1,300000,600000,10,515,1700000,1
1,0,1,3800000,8800000,12,670,25900000,0
5,0,1,1300000,4000000,8,407,9700000,1
5,1,1,3100000,10900000,12,884,26200000,0
1,0,1,200000,400000,20,882,800000,0
2,1,1,8100000,24700000,6,595,53600000,0
1,1,1,8900000,22900000,4,757,45400000,0
5,0,1,4200000,8500000,4,386,29800000,1
5,1,1,4100000,11100000,18,756,18500000,0
3,1,0,8300000,25700000,12,453,64700000,1
3,1,0,7500000,25200000,8,316,29100000,1
3,0,0,2100000,7700000,6,703,14200000,0
3,0,0,1400000,3200000,8,753,9800000,0
0,1,0,6900000,23500000,2,621,47600000,0
0,0,1,2500000,9100000,10,852,18600000,0
3,1,1,3800000,9400000,12,301,30500000,1
3,1,1,7700000,29300000,10,359,39000000,1
1,1,0,3200000,6600000,16,534,19700000,1
0,1,1,8600000,20000000,10,704,76500000,0
3,1,1,3800000,13700000,16,662,22900000,0
3,0,0,8400000,31100000,18,599,63700000,0
1,0,0,1600000,5400000,4,319,12200000,0
2,1,0,7800000,19400000,16,549,62900000,1
1,0,1,9400000,21000000,12,443,45600000,1
3,1,1,9900000,26700000,10,550,81500000,0
4,1,0,2400000,8000000,18,393,10700000,1
2,0,1,7500000,15100000,8,488,55000000,1
5,0,0,3300000,11800000,16,845,19300000,0
2,0,0,5500000,19000000,2,382,36800000,0
5,1,0,2400000,7500000,12,357,12900000,1
1,1,1,8700000,27500000,16,815,50900000,0
1,1,0,9600000,26000000,16,368,73400000,1
0,0,0,8400000,19800000,16,674,50800000,0
5,1,0,9200000,23900000,10,335,67200000,1
2,0,1,4600000,12600000,2,355,34500000,1
5,1,0,7600000,17500000,6,510,38100000,1
4,0,0,8500000,17800000,4,698,47600000,0
4,1,1,3100000,8200000,18,408,20600000,1
3,0,1,4900000,13100000,18,401,29800000,1
5,1,1,5800000,14000000,14,418,36200000,1
0,1,0,5700000,21300000,4,697,35300000,0
4,0,0,3200000,12200000,14,683,11400000,1
4,1,1,8000000,31500000,16,763,50200000,0
4,1,0,5000000,11400000,6,336,23600000,1
2,1,1,2900000,8300000,10,693,23400000,0
2,1,0,6400000,23900000,18,745,42100000,0
5,0,0,6300000,22500000,18,629,35300000,0
0,1,0,5900000,23300000,16,581,31000000,0
1,0,0,8100000,29600000,4,672,39800000,0
5,0,1,7100000,20100000,4,700,39900000,0
1,1,0,1400000,4400000,14,787,7800000,0
3,0,1,2300000,8000000,8,300,16500000,1
1,0,0,7400000,16100000,4,655,64500000,0
0,0,1,5300000,13300000,12,572,31800000,0
5,0,1,7700000,16400000,2,663,35600000,0
0,1,0,5000000,10700000,16,726,23200000,0
5,1,1,6000000,12300000,12,680,37800000,0
0,0,0,1400000,2700000,2,685,10900000,0
5,1,1,9400000,23100000,6,762,51500000,0
3,1,0,5200000,17200000,18,768,30200000,0
0,0,0,3100000,11100000,8,504,21300000,1
3,1,1,8400000,20500000,12,796,62200000,0
0,1,0,1200000,2900000,18,348,5100000,1
5,1,1,4800000,13100000,6,717,38300000,0
5,1,1,9200000,34200000,4,565,50300000,0
2,1,0,5300000,10900000,6,647,40000000,0
3,0,0,4700000,10900000,2,626,31300000,0
0,1,0,6500000,24700000,6,554,36100000,0
4,0,1,3200000,11500000,20,864,29900000,0
4,0,0,4600000,12500000,6,406,31800000,1
5,0,0,700000,1800000,10,650,3200000,0
5,1,1,7600000,16500000,8,534,52400000,1
4,0,0,1200000,2600000,8,872,7300000,0
2,0,0,5100000,16500000,12,845,38200000,0
1,1,1,4300000,16300000,14,792,15000000,1
4,0,0,300000,1200000,18,544,1700000,1
2,0,1,4000000,13000000,10,552,24300000,0
5,1,0,3900000,14900000,12,837,19600000,0
0,1,1,6900000,21300000,18,845,51000000,0
4,1,1,7000000,24100000,10,677,52700000,0
1,0,0,6300000,18300000,20,430,46500000,1
3,0,1,8900000,22500000,12,887,77100000,0
0,1,1,5700000,19400000,8,544,36400000,1
4,1,1,5200000,18300000,10,355,18200000,1
4,0,0,7400000,17500000,4,540,37900000,1
5,0,0,6500000,16000000,14,444,40000000,1
3,0,0,6200000,14900000,14,567,39900000,0
5,1,1,2400000,6500000,20,513,16300000,1
0,1,0,2500000,7100000,10,590,13500000,0
2,0,1,2700000,8500000,20,368,17400000,1
5,1,0,3000000,7600000,6,413,18900000,1
4,0,1,6100000,13600000,4,401,37100000,1
3,0,0,1500000,5400000,18,687,6800000,0
2,0,0,6500000,14100000,14,577,45600000,0
4,1,0,200000,700000,10,576,1300000,0
1,1,0,9900000,23400000,16,687,69700000,0
4,0,0,5500000,11600000,12,474,29900000,1
4,0,0,1200000,4400000,6,709,10900000,0
4,0,1,6900000,20200000,18,438,48300000,1
3,0,1,8000000,25300000,4,306,60600000,0
3,1,1,4100000,13900000,20,383,23800000,1
2,0,0,1400000,4700000,20,563,6900000,0
4,1,1,1600000,3200000,20,371,9500000,1
1,0,0,2100000,4200000,12,379,15400000,1
1,1,0,8800000,30200000,18,897,64800000,0
3,1,1,7100000,25400000,10,725,50500000,0
1,1,0,8600000,31500000,16,678,60600000,0
2,1,1,5400000,14800000,6,724,19900000,0
3,0,1,1000000,2500000,6,808,6000000,0
0,0,0,5400000,18400000,8,625,32900000,0
2,0,0,4200000,16800000,4,771,27300000,0
2,1,0,7500000,22400000,14,695,36700000,0
4,0,0,1200000,3300000,2,564,8500000,0
4,0,1,6300000,14500000,10,349,38300000,1
4,0,1,300000,900000,4,797,1700000,0
3,0,0,7400000,28800000,8,391,58700000,1
5,1,0,2200000,5400000,12,833,16800000,0
5,0,0,4000000,9100000,10,515,22400000,1
4,0,1,2700000,10400000,16,671,19400000,0
0,1,1,2000000,6900000,4,404,13700000,0
4,1,0,6400000,14800000,6,537,31100000,1
5,1,1,1400000,5100000,4,348,8300000,0
0,1,1,2800000,6300000,12,647,15100000,0
2,1,1,8200000,28700000,14,316,61400000,1
3,1,0,9000000,26700000,14,638,41800000,0
5,1,1,800000,2100000,12,363,6200000,1
4,1,1,6100000,21200000,6,808,36300000,0
4,1,1,2400000,9400000,2,871,14600000,0
4,0,1,6000000,17000000,12,607,44500000,0
2,1,1,7900000,22500000,6,571,39400000,0
3,0,1,9500000,25700000,18,446,69900000,1
3,1,1,1800000,6400000,20,436,10100000,1
3,1,1,5800000,14100000,12,738,39900000,0
3,0,0,2800000,9400000,10,519,19700000,1
3,0,1,4000000,8300000,8,531,32200000,1
1,1,0,1000000,3400000,18,578,7000000,0
0,0,0,9100000,21100000,20,578,51400000,0
0,0,0,4600000,18100000,14,442,21900000,1
2,1,0,7800000,16900000,6,751,55800000,0
4,0,1,6600000,18800000,10,353,52200000,1
5,1,0,9800000,26600000,12,664,44700000,0
1,0,0,7400000,26600000,18,505,30900000,1
3,0,1,4300000,16600000,10,571,28000000,0
2,1,1,9800000,34600000,16,754,68100000,0
5,1,0,1100000,3900000,20,858,9300000,0
3,0,1,8600000,21800000,20,641,47200000,0
0,1,1,9400000,35500000,16,592,57400000,0
3,0,1,5300000,20300000,14,432,38100000,1
1,1,1,8700000,33800000,18,558,67200000,0
3,0,1,4800000,14200000,12,547,23300000,1
4,1,0,4400000,9800000,18,732,24300000,0
1,0,1,5400000,19300000,12,784,33600000,0
5,1,1,8400000,31900000,10,605,60300000,0
1,0,1,5400000,19500000,18,688,33400000,0
3,1,1,9400000,32100000,10,617,69300000,0
0,1,1,800000,2400000,4,518,4600000,0
0,1,0,3800000,14800000,10,390,25700000,1
4,0,0,3100000,6300000,4,370,24300000,1
3,1,1,6000000,21300000,4,802,38500000,0
2,1,1,6800000,15500000,12,338,41400000,1
5,1,0,5200000,11700000,6,658,30200000,0
0,1,0,1900000,6700000,12,595,12800000,0
5,0,1,3600000,8500000,20,594,22700000,0
3,0,1,1500000,4100000,14,611,9500000,0
3,1,0,2000000,5800000,8,799,12600000,0
5,0,0,9200000,18600000,20,497,36200000,1
0,1,1,6100000,15900000,18,456,51600000,1
5,1,0,300000,500000,8,396,2100000,1
1,0,0,800000,2300000,10,770,5800000,0
0,1,0,3300000,9000000,16,797,23000000,0
1,1,0,5800000,18700000,20,586,38700000,0
5,1,0,8500000,23400000,16,604,70900000,0
0,1,1,4100000,12800000,8,799,16500000,0
2,0,0,7800000,26400000,4,763,33900000,0
0,0,0,7500000,23000000,14,725,41000000,0
2,0,0,2300000,8800000,18,336,9300000,1
4,0,1,600000,2300000,6,495,4600000,1
1,1,0,2900000,11500000,20,431,16400000,1
5,1,0,900000,2200000,2,415,5900000,1
5,0,1,9000000,20400000,6,451,53800000,1
1,1,0,4800000,14300000,4,489,41600000,1
1,0,0,1600000,4600000,12,415,6800000,1
3,1,0,2600000,8100000,12,425,18200000,1
4,0,1,1800000,4600000,14,453,10400000,1
5,0,1,4400000,11800000,20,634,32700000,0
2,1,0,200000,300000,20,519,700000,1
4,1,1,800000,2100000,6,353,5100000,1
3,0,0,1500000,3200000,4,767,7500000,0
0,1,1,7700000,16900000,14,473,61500000,1
5,0,1,7200000,21300000,2,801,39200000,0
4,0,0,1000000,2300000,16,543,3300000,1
1,0,0,6300000,17200000,12,714,47500000,0
3,0,0,1900000,4100000,12,830,13100000,0
5,0,0,4400000,15300000,4,401,25500000,0
0,1,0,9100000,26400000,6,518,57900000,1
2,0,1,900000,2300000,20,367,5900000,1
0,0,1,4600000,12000000,12,493,25000000,1
2,0,1,9400000,22700000,14,505,57100000,1
5,0,0,6900000,26500000,16,322,56800000,1
2,0,0,300000,900000,8,735,1800000,0
5,0,1,1900000,6700000,2,622,10000000,0
4,0,1,4400000,16400000,6,513,31700000,1
4,1,1,1200000,4100000,16,585,5000000,0
1,0,1,1000000,3000000,10,813,7500000,0
0,0,0,3100000,10400000,18,622,15100000,0
1,0,1,2100000,6300000,16,899,11200000,0
0,1,0,2100000,4700000,2,459,14600000,1
4,0,0,9400000,33300000,18,369,65600000,1
2,1,0,9700000,37700000,6,601,39000000,0
4,0,0,1400000,2700000,18,703,8200000,0
2,1,0,4700000,14600000,20,597,35100000,0
3,1,1,4100000,13300000,10,670,26700000,0
4,1,1,1200000,2800000,6,366,9200000,1
5,1,0,7900000,27800000,16,857,63600000,0
2,1,0,6600000,15000000,16,401,47000000,1
0,1,0,2200000,8800000,4,437,14200000,0
3,1,0,5500000,17600000,8,882,37000000,0
4,0,0,5100000,15500000,8,392,35100000,1
2,1,1,3900000,7700000,10,421,33400000,1
5,0,0,200000,400000,6,722,1100000,0
4,0,0,5800000,14700000,10,692,34000000,0
5,1,0,8300000,20700000,2,537,50200000,1
5,0,1,2600000,5500000,8,676,16000000,0
1,0,0,2100000,8100000,6,817,15300000,0
4,1,0,3900000,10800000,20,433,23100000,1
1,0,1,5200000,16300000,6,524,39700000,1
3,1,1,7800000,24400000,20,490,33600000,1
3,1,1,5400000,14300000,4,595,31100000,0
2,1,0,2900000,11000000,2,835,21000000,0
4,0,0,7100000,28300000,6,850,48400000,0
1,0,1,800000,2500000,4,409,6300000,0
5,0,1,3400000,12800000,10,760,29700000,0
1,0,1,6800000,17600000,14,344,36900000,1
4,0,1,7000000,27100000,12,881,44400000,0
0,0,1,9300000,24500000,10,600,58900000,0
2,0,0,7500000,19900000,10,790,42300000,0
3,0,1,8000000,31200000,20,392,37700000,1
5,0,1,1600000,4100000,2,748,7600000,0
1,0,1,6700000,18800000,6,798,38700000,0
3,1,0,3800000,11400000,4,323,23800000,0
1,1,1,2700000,5400000,6,413,15000000,1
3,0,0,1300000,2900000,8,733,11300000,0
4,1,0,3400000,10500000,16,543,23200000,1
3,0,0,3400000,10900000,14,757,17700000,0
5,0,1,2400000,6800000,8,464,14600000,1
0,1,0,1900000,6900000,4,749,12300000,0
4,0,0,700000,2200000,6,680,3300000,0
1,1,0,6900000,20900000,4,574,35200000,0
5,0,1,300000,800000,18,774,1900000,0
3,1,0,6000000,18700000,10,387,42800000,1
1,1,0,4300000,16400000,20,397,28800000,1
4,0,0,5800000,13500000,14,816,51400000,0
2,0,1,3300000,6700000,8,845,21400000,0
2,1,0,400000,1500000,4,743,2700000,0
5,1,0,300000,600000,4,418,1600000,1
1,1,0,4200000,10700000,6,466,33100000,1
2,1,1,600000,2300000,12,335,2900000,1
5,1,1,4400000,15200000,6,446,34200000,1
0,0,1,9200000,29400000,2,868,60300000,0
2,0,1,6900000,25300000,4,763,39400000,0
5,1,1,5100000,13700000,14,527,45100000,1
4,0,0,3400000,12700000,2,741,20800000,0
4,1,1,8600000,26800000,12,802,54000000,0
3,1,1,9200000,28900000,8,538,59500000,1
5,0,1,4800000,16300000,4,523,23900000,0
4,1,0,2800000,8300000,14,381,14900000,1
1,0,1,3400000,7000000,4,534,21700000,1
5,1,1,800000,2200000,14,574,6200000,0
1,1,0,4100000,11100000,6,405,29800000,1
0,1,0,1900000,3800000,16,542,7400000,1
5,0,1,6700000,25400000,14,820,40800000,0
0,0,0,5200000,13400000,2,505,46500000,1
3,0,1,6700000,16400000,2,508,49800000,1
1,1,1,4700000,15000000,20,835,18500000,0
0,1,0,6000000,22000000,12,826,24500000,0
5,1,1,6500000,18900000,12,427,33000000,1
3,0,0,500000,2000000,12,890,3700000,0
4,1,0,5700000,13300000,2,333,32400000,1
4,1,1,6800000,20000000,12,679,64600000,0
5,1,0,3100000,12300000,18,805,15700000,0
3,1,0,5100000,11000000,16,826,30300000,0
1,1,1,6300000,23900000,10,844,42500000,0
5,0,1,4400000,14100000,10,663,30300000,0
1,1,0,8100000,21900000,6,884,54600000,0
1,1,0,1100000,3700000,2,508,3700000,0
0,0,1,2400000,6900000,4,581,19000000,0
3,0,1,7000000,26300000,12,481,52100000,1
1,0,1,8700000,30000000,12,543,77900000,1
0,1,1,3500000,12600000,10,448,17700000,1
1,0,1,1600000,5300000,4,713,9000000,0
5,1,1,7800000,17300000,16,493,30900000,1
2,1,0,3700000,9200000,10,819,23800000,0
4,0,0,400000,1400000,18,827,1400000,0
0,1,0,4800000,15700000,10,398,35800000,1
0,0,1,2900000,7500000,18,692,15000000,0
5,0,1,5000000,14600000,18,509,39000000,1
0,0,1,7600000,18100000,16,439,59100000,1
1,0,0,3000000,9400000,4,622,15700000,0
3,1,1,200000,700000,18,526,1000000,1
5,1,1,6800000,19000000,8,865,48000000,0
5,1,1,9700000,27400000,2,328,48300000,1
0,0,1,1200000,4200000,4,768,9300000,0
5,1,1,7400000,24000000,16,854,40300000,0
4,0,0,6900000,20800000,4,839,28500000,0
0,1,1,9100000,23300000,18,414,60400000,1
0,0,1,1300000,4700000,16,530,8800000,1
3,0,0,6600000,14600000,10,841,48200000,0
3,1,1,1800000,5700000,14,670,14600000,0
5,1,1,8200000,20900000,14,726,50600000,0
4,1,0,2800000,8300000,14,352,18300000,1
1,0,1,7000000,16000000,4,554,56100000,0
4,0,0,700000,1800000,18,728,4500000,0
0,1,0,7400000,25500000,6,463,43100000,1
5,1,1,2300000,5000000,10,431,15600000,1
1,0,1,600000,1900000,8,445,3200000,1
5,0,0,1000000,3000000,4,896,7000000,0
1,1,1,2200000,5200000,8,420,10300000,1
1,1,0,8000000,30900000,2,315,51500000,0
4,1,0,8600000,20900000,10,867,65100000,0
3,1,1,7500000,26000000,2,342,53900000,0
5,1,1,5200000,11800000,18,711,39400000,0
2,1,0,7900000,20900000,2,723,26900000,0
1,0,1,4200000,11300000,4,704,26400000,0
0,0,0,6500000,20200000,16,842,44400000,0
0,0,1,7400000,15200000,12,600,37600000,0
3,1,0,9100000,25600000,12,688,64200000,0
0,1,0,800000,2300000,16,739,4800000,0
1,0,1,800000,2800000,10,798,5500000,0
5,0,1,4100000,9900000,4,319,32500000,1
5,0,1,4200000,8700000,6,583,17800000,0
3,0,1,4800000,11500000,12,535,32600000,1
3,1,1,8300000,25900000,8,696,57200000,0
4,1,0,7600000,23900000,8,672,31000000,0
4,0,0,5100000,12300000,20,410,42700000,1
5,0,0,3600000,11600000,14,546,25600000,1
3,1,1,5400000,16800000,16,550,37500000,0
5,1,0,700000,1400000,4,344,5200000,1
2,1,1,9800000,38200000,10,743,49800000,0
4,0,0,9700000,36400000,4,772,76700000,0
0,0,1,9400000,29900000,12,302,57700000,1
3,0,1,3200000,9100000,18,376,16000000,1
0,0,1,3700000,11600000,10,747,17000000,0
2,0,1,4200000,15800000,6,710,33200000,0
2,1,0,7000000,24200000,6,892,51700000,0
3,1,0,3200000,11500000,16,492,20700000,1
5,0,0,7900000,17700000,2,559,56800000,0
3,1,0,2200000,8300000,18,314,9800000,1
0,0,1,2700000,8400000,6,744,14800000,0
5,1,0,6800000,18000000,12,690,63900000,0
3,0,1,6300000,23300000,4,347,59700000,0
5,0,1,9000000,31400000,2,677,52200000,0
1,0,0,4700000,15700000,4,468,38200000,0
2,1,0,8100000,17500000,4,674,56000000,0
2,1,0,9000000,27300000,14,353,61100000,1
4,1,0,3800000,14100000,8,727,22400000,0
4,1,1,8800000,22200000,10,512,52600000,1
3,1,1,8700000,27200000,18,454,61300000,1
5,1,0,5000000,12400000,14,315,37000000,1
0,1,1,6000000,22700000,10,480,34500000,1
2,0,1,9100000,24200000,16,685,67700000,0
